198.65 ,-0.001328 
198.85 ,0.010160 
199.05 ,0.006321 
199.25 ,0.010550 
199.45 ,-0.003275 
199.66 ,0.001398 
199.86 ,0.009437 
200.06 ,0.006321 
200.26 ,0.012803 
200.46 ,0.012107 
200.67 ,0.013137 
200.87 ,0.006572 
201.07 ,-0.000549 
201.27 ,0.009242 
201.47 ,0.014361 
201.67 ,0.003428 
201.88 ,0.013470 
202.08 ,0.011495 
202.28 ,0.002705 
202.48 ,0.009409 
202.68 ,0.023095 
202.89 ,0.004791 
203.09 ,0.003039 
203.29 ,0.012302 
203.49 ,-0.008616 
203.69 ,0.008547 
203.90 ,0.004068 
204.10 ,0.008157 
204.30 ,0.015584 
204.50 ,0.011634 
204.71 ,0.005181 
204.91 ,0.005014 
205.11 ,0.006155 
205.31 ,0.009548 
205.51 ,0.011801 
205.72 ,0.000675 
205.92 ,0.014249 
206.12 ,0.011579 
206.32 ,0.010605 
206.53 ,0.005181 
206.73 ,0.011245 
206.93 ,0.003206 
207.13 ,0.013359 
207.34 ,0.010411 
207.54 ,-0.004944 
207.74 ,-0.009173 
207.94 ,0.006488 
208.14 ,0.008936 
208.35 ,0.003262 
208.55 ,0.005849 
208.75 ,0.007378 
208.95 ,0.022733 
209.16 ,0.015167 
209.36 ,0.000730 
209.56 ,0.013804 
209.77 ,0.009520 
209.97 ,0.015807 
210.17 ,0.004736 
210.37 ,0.013749 
210.58 ,0.012441 
210.78 ,0.004875 
210.98 ,0.008157 
211.18 ,0.002149 
211.39 ,0.017365 
211.59 ,0.005264 
211.79 ,0.013832 
211.99 ,0.000675 
212.20 ,0.015306 
212.40 ,0.002038 
212.60 ,0.004708 
212.81 ,0.009353 
213.01 ,0.016141 
213.21 ,0.006627 
213.41 ,0.002204 
213.62 ,0.013276 
213.82 ,0.010661 
214.02 ,0.016308 
214.23 ,0.007267 
214.43 ,0.005070 
214.63 ,0.002594 
214.84 ,-0.000911 
215.04 ,0.002928 
215.24 ,0.017949 
215.44 ,0.014694 
215.65 ,0.024653 
215.85 ,0.023957 
216.05 ,0.013025 
216.26 ,-0.001718 
216.46 ,0.012636 
216.66 ,-0.004277 
216.87 ,-0.002969 
217.07 ,0.021676 
217.27 ,-0.002163 
217.48 ,0.014110 
217.68 ,0.004180 
217.88 ,0.011273 
218.09 ,0.012441 
218.29 ,0.012719 
218.49 ,0.006043 
218.70 ,0.003345 
218.90 ,0.011189 
219.10 ,0.027379 
219.31 ,0.002900 
219.51 ,0.002928 
219.71 ,0.013971 
219.92 ,0.012997 
220.12 ,-0.000883 
220.32 ,0.024041 
220.53 ,0.006961 
220.73 ,0.017253 
220.93 ,0.001620 
221.14 ,0.009548 
221.34 ,0.019089 
221.54 ,-0.010091 
221.75 ,0.014277 
221.95 ,0.006460 
222.16 ,0.016196 
222.36 ,0.004374 
222.56 ,0.009326 
222.77 ,0.007017 
222.97 ,0.000619 
223.17 ,0.007712 
223.38 ,0.012330 
223.58 ,-0.002135 
223.78 ,0.007601 
223.99 ,0.007824 
224.19 ,0.009771 
224.40 ,0.005960 
224.60 ,0.007824 
224.80 ,-0.002135 
225.01 ,0.003790 
225.21 ,-0.008143 
225.42 ,0.014583 
225.62 ,0.001175 
225.82 ,0.017059 
226.03 ,0.015946 
226.23 ,0.006961 
226.44 ,0.010271 
226.64 ,0.015056 
226.84 ,-0.000021 
227.05 ,0.019618 
227.25 ,0.007017 
227.46 ,0.008102 
227.66 ,0.003234 
227.86 ,-0.000883 
228.07 ,0.014333 
228.27 ,0.019145 
228.48 ,0.005626 
228.68 ,-0.002830 
228.88 ,0.005904 
229.09 ,0.008269 
229.29 ,0.007601 
229.50 ,0.007184 
229.70 ,0.011996 
229.91 ,-0.001690 
230.11 ,0.003067 
230.31 ,0.016169 
230.52 ,0.011440 
230.72 ,0.006321 
230.93 ,0.011468 
231.13 ,0.003150 
231.34 ,0.006321 
231.54 ,0.010633 
231.74 ,0.016057 
231.95 ,0.010021 
232.15 ,0.015612 
232.36 ,-0.002830 
232.56 ,0.019284 
232.77 ,0.010077 
232.97 ,0.004903 
233.18 ,0.018422 
233.38 ,0.018422 
233.59 ,0.016975 
233.79 ,-0.000299 
233.99 ,0.000341 
234.20 ,0.010605 
234.40 ,0.015306 
234.61 ,0.011162 
234.81 ,0.005932 
