198.65 ,0.000016 
198.85 ,0.010145 
199.05 ,0.005275 
199.25 ,0.007056 
199.45 ,-0.003768 
199.66 ,-0.002572 
199.86 ,0.009728 
200.06 ,0.003606 
200.26 ,0.011898 
200.46 ,0.013457 
200.67 ,0.014681 
200.87 ,0.006806 
201.07 ,0.001380 
201.27 ,0.007223 
201.47 ,0.013624 
201.67 ,0.002131 
201.88 ,0.010423 
202.08 ,0.010451 
202.28 ,0.003634 
202.48 ,0.012984 
202.68 ,0.022723 
202.89 ,0.005609 
203.09 ,-0.000679 
203.29 ,0.012177 
203.49 ,-0.012895 
203.69 ,0.008197 
203.90 ,0.001602 
204.10 ,0.006416 
204.30 ,0.014347 
204.50 ,0.009199 
204.71 ,0.004719 
204.91 ,0.001714 
205.11 ,0.003161 
205.31 ,0.009283 
205.51 ,0.007557 
205.72 ,0.003884 
205.92 ,0.013206 
206.12 ,0.011342 
206.32 ,0.008782 
206.53 ,0.005359 
206.73 ,0.012789 
206.93 ,0.001602 
207.13 ,0.012371 
207.34 ,0.011091 
207.54 ,-0.007414 
207.74 ,-0.011031 
207.94 ,0.005999 
208.14 ,0.009422 
208.35 ,0.002020 
208.55 ,0.006277 
208.75 ,0.004552 
208.95 ,0.020747 
209.16 ,0.013624 
209.36 ,-0.001653 
209.56 ,0.012677 
209.77 ,0.010702 
209.97 ,0.013039 
210.17 ,0.006249 
210.37 ,0.014097 
210.58 ,0.012455 
210.78 ,0.004914 
210.98 ,0.008726 
211.18 ,0.001714 
211.39 ,0.016323 
211.59 ,0.002437 
211.79 ,0.014987 
211.99 ,0.004218 
212.20 ,0.015571 
212.40 ,-0.001904 
212.60 ,0.003439 
212.81 ,0.008726 
213.01 ,0.016128 
213.21 ,0.006834 
213.41 ,-0.000596 
213.62 ,0.012705 
213.82 ,0.007502 
214.02 ,0.015349 
214.23 ,0.003745 
214.43 ,0.004051 
214.63 ,0.001324 
214.84 ,-0.003406 
215.04 ,0.002020 
215.24 ,0.016991 
215.44 ,0.014152 
215.65 ,0.022500 
215.85 ,0.023725 
216.05 ,0.011731 
216.26 ,-0.002655 
216.46 ,0.008225 
216.66 ,-0.003824 
216.87 ,-0.005215 
217.07 ,0.020942 
217.27 ,-0.004853 
217.48 ,0.014152 
217.68 ,0.003884 
217.88 ,0.009422 
218.09 ,0.009450 
218.29 ,0.013150 
218.49 ,0.004552 
218.70 ,0.001380 
218.90 ,0.010730 
219.10 ,0.027147 
219.31 ,0.001658 
219.51 ,0.003300 
219.71 ,0.012510 
219.92 ,0.012037 
220.12 ,0.000545 
220.32 ,0.022389 
220.53 ,0.005164 
220.73 ,0.018827 
220.93 ,0.000712 
221.14 ,0.010006 
221.34 ,0.016712 
221.54 ,-0.010892 
221.75 ,0.012177 
221.95 ,0.005220 
222.16 ,0.016768 
222.36 ,0.004691 
222.56 ,0.007307 
222.77 ,0.006695 
222.97 ,0.000072 
223.17 ,0.008309 
223.38 ,0.015071 
223.58 ,-0.002572 
223.78 ,0.005860 
223.99 ,0.005554 
224.19 ,0.005442 
224.40 ,0.003912 
224.60 ,0.007001 
224.80 ,-0.001987 
225.01 ,0.003745 
225.21 ,-0.008777 
225.42 ,0.010730 
225.62 ,-0.000596 
225.82 ,0.014904 
226.03 ,0.012149 
226.23 ,0.006639 
226.44 ,0.007418 
226.64 ,0.011815 
226.84 ,0.000128 
227.05 ,0.016490 
227.25 ,0.005053 
227.46 ,0.004663 
227.66 ,0.001185 
227.86 ,0.000267 
228.07 ,0.012538 
228.27 ,0.016239 
228.48 ,0.006556 
228.68 ,-0.002293 
228.88 ,0.003161 
229.09 ,0.008782 
229.29 ,0.006110 
229.50 ,0.008782 
229.70 ,0.011063 
229.91 ,0.000935 
230.11 ,0.000072 
230.31 ,0.015711 
230.52 ,0.011815 
230.72 ,0.004997 
230.93 ,0.012538 
231.13 ,0.003328 
231.34 ,0.005053 
231.54 ,0.009450 
231.74 ,0.015933 
231.95 ,0.011147 
232.15 ,0.013234 
232.36 ,-0.001987 
232.56 ,0.021165 
232.77 ,0.009366 
232.97 ,0.004274 
233.18 ,0.015321 
233.38 ,0.016490 
233.59 ,0.017297 
233.79 ,-0.001681 
233.99 ,-0.000067 
234.20 ,0.010284 
234.40 ,0.014681 
234.61 ,0.011342 
234.81 ,0.004135 
