0.012719,0.065210,0.140093,0.300319,0.260402,0.182820,0.166353,0.200039,0.235005,0.288664,0.294978,0.332031,0.375314,0.411504,0.424772,0.430503,0.445524,0.430280,0.407081,0.365133,0.329388,0.287635,0.238550,0.197293,0.163126,0.136950,0.114836,0.091998,0.083986,0.068131,0.059424
0.000000,0.022723,0.031099,0.047155,0.050104,0.029513,0.027286,0.034466,0.034271,0.039475,0.022723,0.039002,0.041729,0.044678,0.042090,0.038974,0.037944,0.027259,0.022194,0.027231,0.030041,0.031461,0.030596,0.044049,0.033993,0.041729,0.047405,0.039614,0.046960,0.039475,0.032184
0.000000,0.025269,0.030079,0.028912,0.036586,0.025659,0.033722,0.055659,0.083046,0.138710,0.114910,0.136820,0.198795,0.285044,0.341709,0.380746,0.437132,0.399402,0.363396,0.313932,0.277731,0.238972,0.213354,0.176233,0.164040,0.152557,0.138933,0.112686,0.105373,0.098728,0.071230
0.000000,0.024634,0.030114,0.051783,0.055316,0.035177,0.029085,0.037068,0.036428,0.046192,0.036206,0.058737,0.063494,0.068835,0.071450,0.068390,0.066359,0.061992,0.063160,0.057792,0.058626,0.049558,0.047364,0.053364,0.039293,0.035983,0.030142,0.023605,0.028834,0.015900,0.015260
0.062075,0.107841,0.174666,0.286840,0.325316,0.297968,0.338531,0.368244,0.381375,0.435431,0.408779,0.409419,0.383851,0.354528,0.280219,0.219041,0.188493,0.132601,0.110678,0.100357,0.101943,0.089368,0.090480,0.088776,0.086307,0.069086,0.083776,0.082802,0.079658,0.069921,0.059961
0.000000,0.018767,0.025137,0.029560,0.035234,0.018850,0.015067,0.024247,0.022939,0.029143,0.019685,0.039184,0.040575,0.044108,0.045527,0.040102,0.041159,0.042216,0.042216,0.050255,0.046667,0.046834,0.046702,0.048118,0.031451,0.027640,0.024414,0.019574,0.025499,0.006889,0.011340
0.000000,0.017295,0.022134,0.025555,0.029448,0.013847,0.013207,0.022913,0.020632,0.025443,0.014431,0.028725,0.034648,0.037207,0.034593,0.033953,0.034899,0.031617,0.033870,0.036456,0.039849,0.037151,0.037894,0.045697,0.032702,0.029531,0.024414,0.022440,0.027779,0.016544,0.018241
0.000000,0.017295,0.022134,0.025555,0.029448,0.013847,0.013207,0.022913,0.020632,0.025443,0.014431,0.028725,0.034648,0.037207,0.034593,0.033953,0.034899,0.031617,0.033870,0.036456,0.039849,0.037151,0.037894,0.045697,0.032702,0.029531,0.024414,0.022440,0.027779,0.016544,0.018241
0.000000,0.017295,0.022134,0.025555,0.029448,0.013847,0.013207,0.022913,0.020632,0.025443,0.014431,0.028725,0.034648,0.037207,0.034593,0.033953,0.034899,0.031617,0.033870,0.036456,0.039849,0.037151,0.037894,0.045697,0.032702,0.029531,0.024414,0.022440,0.027779,0.016544,0.018241
0.000000,0.017295,0.022134,0.025555,0.029448,0.013847,0.013207,0.022913,0.020632,0.025443,0.014431,0.028725,0.034648,0.037207,0.034593,0.033953,0.034899,0.031617,0.033870,0.036456,0.039849,0.037151,0.037894,0.045697,0.032702,0.029531,0.024414,0.022440,0.027779,0.016544,0.018241
0.000000,0.017295,0.022134,0.025555,0.029448,0.013847,0.013207,0.022913,0.020632,0.025443,0.014431,0.028725,0.034648,0.037207,0.034593,0.033953,0.034899,0.031617,0.033870,0.036456,0.039849,0.037151,0.037894,0.045697,0.032702,0.029531,0.024414,0.022440,0.027779,0.016544,0.018241
0.003667,0.082256,0.377820,0.451850,0.278854,0.135631,0.095322,0.094071,0.123288,0.202989,0.262842,0.317662,0.343877,0.350049,0.305875,0.250499,0.336927,0.355914,0.278660,0.206186,0.162764,0.125735,0.101996,0.085673,0.064576,0.051454,0.044421,0.034608,0.038055,0.017511,0.022571
0.000000,0.017295,0.022134,0.025555,0.029448,0.013847,0.013207,0.022913,0.020632,0.025443,0.014431,0.028725,0.034648,0.037207,0.034593,0.033953,0.034899,0.031617,0.033870,0.036456,0.039849,0.037151,0.037894,0.045697,0.032702,0.029531,0.024414,0.022440,0.027779,0.016544,0.018241
0.000000,0.017295,0.022134,0.025555,0.029448,0.013847,0.013207,0.022913,0.020632,0.025443,0.014431,0.028725,0.034648,0.037207,0.034593,0.033953,0.034899,0.031617,0.033870,0.036456,0.039849,0.037151,0.037894,0.045697,0.032702,0.029531,0.024414,0.022440,0.027779,0.016544,0.018241
0.000000,0.017295,0.022134,0.025555,0.029448,0.013847,0.013207,0.022913,0.020632,0.025443,0.014431,0.028725,0.034648,0.037207,0.034593,0.033953,0.034899,0.031617,0.033870,0.036456,0.039849,0.037151,0.037894,0.045697,0.032702,0.029531,0.024414,0.022440,0.027779,0.016544,0.018241
0.000000,0.026564,0.069582,0.083338,0.061023,0.029399,0.024008,0.032317,0.031011,0.047712,0.042210,0.071778,0.079726,0.082143,0.075140,0.063719,0.079726,0.079809,0.066109,0.055854,0.047684,0.036819,0.032943,0.037951,0.025481,0.023452,0.019923,0.015560,0.023285,0.008362,0.014031
